categoryId,categoryName,path,assignedProductCount,levelDepth,trustClass,reason
445,Escaleras & Conos de Agilidad,Raíz > CATEGORÍAS > ACONDICIONAMIENTO > Gimnasia & Funcional > Escaleras & Conos de Agilidad,4,4,SEMANTIC_STRONG,functional product family/subfamily
446,Step Aeróbicos,Raíz > CATEGORÍAS > ACONDICIONAMIENTO > Gimnasia & Funcional > Step Aeróbicos,3,4,SEMANTIC_STRONG,functional product family/subfamily
447,Tablas de Escalada,Raíz > CATEGORÍAS > ACONDICIONAMIENTO > Gimnasia & Funcional > Tablas de Escalada,4,4,SEMANTIC_STRONG,functional product family/subfamily
448,Trineos de Arrastre,Raíz > CATEGORÍAS > ACONDICIONAMIENTO > Gimnasia & Funcional > Trineos de Arrastre,3,4,SEMANTIC_STRONG,functional product family/subfamily
449,Vallas de Salto,Raíz > CATEGORÍAS > ACONDICIONAMIENTO > Gimnasia & Funcional > Vallas de Salto,3,4,SEMANTIC_STRONG,functional product family/subfamily
450,Guantes,Raíz > CATEGORÍAS > ACCESORIOS > Accesorios de Protección > Guantes,23,4,SEMANTIC_STRONG,functional product family/subfamily
451,Accesorios de Polea,Raíz > CATEGORÍAS > ACCESORIOS > Accesorios para Máquinas > Accesorios de Polea,21,4,SEMANTIC_STRONG,functional product family/subfamily
453,TESTDEPTI,Raíz > CATEGORÍAS > TESTDEPTI,1,2,UNKNOWN,test/empty/no current assignment
454,TEST1,Raíz > CATEGORÍAS > TESTDEPTI > TEST1,1,3,UNKNOWN,test/empty/no current assignment
455,TEST2,Raíz > CATEGORÍAS > TESTDEPTI > TEST2,0,3,UNKNOWN,test/empty/no current assignment
456,TEST3,Raíz > CATEGORÍAS > TESTDEPTI > TEST3,0,3,UNKNOWN,test/empty/no current assignment
457,TEST4,Raíz > CATEGORÍAS > TESTDEPTI > TEST4,0,3,UNKNOWN,test/empty/no current assignment
458,CYBERDAY,Raíz > CATEGORÍAS > CYBERDAY,199,2,CAMPAIGN,campaign/promotion/merchandising
459,PRIMAVERA,Raíz > CATEGORÍAS > PRIMAVERA,73,2,CAMPAIGN,campaign/promotion/merchandising
460,BLACK FRIDAY,Raíz > CATEGORÍAS > BLACK FRIDAY,3,2,CAMPAIGN,campaign/promotion/merchandising
461,NAVIDAD,Raíz > CATEGORÍAS > NAVIDAD,50,2,CAMPAIGN,campaign/promotion/merchandising
463,SUMMER SALE,Raíz > CATEGORÍAS > SUMMER SALE,76,2,CAMPAIGN,campaign/promotion/merchandising
464,StrongFit Games,Raíz > CATEGORÍAS > OUTLET > StrongFit Games,0,3,CAMPAIGN,campaign/promotion/merchandising
465,Pantalones,Raíz > CATEGORÍAS > APPAREL > Pantalones,2,3,SEMANTIC_STRONG,functional product family/subfamily
466,Accesorios Delta,Raíz > CATEGORÍAS > ACCESORIOS > Accesorios para Máquinas > Accesorios para Racks > Accesorios Delta,11,5,LEGACY,"brand/collection/series, not independent semantics"
467,Boxeo & MMA,Raíz > CATEGORÍAS > ACONDICIONAMIENTO > Gimnasia & Funcional > Boxeo & MMA,13,4,SEMANTIC_STRONG,discipline/sport evidence
468,Vendaje,Raíz > CATEGORÍAS > ACCESORIOS > Accesorios de Protección > Vendaje,2,4,SEMANTIC_STRONG,functional product family/subfamily
469,Zero Series,Raíz > CATEGORÍAS > EQUIPAMIENTO > Máquinas con Carga de Discos > Zero Series,16,4,LEGACY,"brand/collection/series, not independent semantics"
470,FALL SEASON,Raíz > CATEGORÍAS > FALL SEASON,66,2,CAMPAIGN,campaign/promotion/merchandising
471,Rising Fit Series,Raíz > CATEGORÍAS > COLECCIONES > Rising Fit Series,76,3,LEGACY,"brand/collection/series, not independent semantics"
472,Martillos,Raíz > CATEGORÍAS > FUERZA > Kettlebells > Martillos,3,4,SEMANTIC_STRONG,functional product family/subfamily
473,WINTER SALE,Raíz > CATEGORÍAS > WINTER SALE,149,2,CAMPAIGN,campaign/promotion/merchandising
474,Accesorios Alpha,Raíz > CATEGORÍAS > ACCESORIOS > Accesorios para Máquinas > Accesorios para Racks > Accesorios Alpha,19,5,LEGACY,"brand/collection/series, not independent semantics"
475,EQUIPATÓN,Raíz > CATEGORÍAS > EQUIPATÓN,2,2,CAMPAIGN,campaign/promotion/merchandising
476,Peach Builder,Raíz > CATEGORÍAS > EQUIPAMIENTO > Máquinas con Carga de Discos > Peach Builder,8,4,LEGACY,"brand/collection/series, not independent semantics"
477,Peach Builder,Raíz > CATEGORÍAS > COLECCIONES > Peach Builder,8,3,LEGACY,"brand/collection/series, not independent semantics"
478,Accesorios de Weightlifting,Raíz > CATEGORÍAS > ACCESORIOS > Accesorios de Weightlifting,11,3,SEMANTIC_STRONG,functional product family/subfamily
479,SPRINGFIT,Raíz > CATEGORÍAS > SPRINGFIT,8,2,CAMPAIGN,campaign/promotion/merchandising
480,Home FZLUX Series,Raíz > CATEGORÍAS > COLECCIONES > Home FZLUX Series,3,3,LEGACY,"brand/collection/series, not independent semantics"
481,Discos & Barras,Raíz > CATEGORÍAS > NAVIDAD > Discos & Barras,11,3,CAMPAIGN,campaign/promotion/merchandising
482,Máquinas Comerciales,Raíz > CATEGORÍAS > NAVIDAD > Máquinas Comerciales,4,3,CAMPAIGN,campaign/promotion/merchandising
483,Home Gym,Raíz > CATEGORÍAS > NAVIDAD > Home Gym,8,3,CAMPAIGN,campaign/promotion/merchandising
484,Accesorios,Raíz > CATEGORÍAS > NAVIDAD > Accesorios,19,3,CAMPAIGN,campaign/promotion/merchandising
485,Funcional,Raíz > CATEGORÍAS > NAVIDAD > Funcional,15,3,CAMPAIGN,campaign/promotion/merchandising
486,Discos & Barras,Raíz > CATEGORÍAS > SUMMER SALE > Discos & Barras,18,3,CAMPAIGN,campaign/promotion/merchandising
487,Funcional,Raíz > CATEGORÍAS > SUMMER SALE > Funcional,15,3,CAMPAIGN,campaign/promotion/merchandising
488,Máquinas,Raíz > CATEGORÍAS > SUMMER SALE > Máquinas,2,3,CAMPAIGN,campaign/promotion/merchandising
489,Accesorios,Raíz > CATEGORÍAS > SUMMER SALE > Accesorios,18,3,CAMPAIGN,campaign/promotion/merchandising
490,Protección,Raíz > CATEGORÍAS > SUMMER SALE > Protección,2,3,CAMPAIGN,campaign/promotion/merchandising
491,Mancuernas,Raíz > CATEGORÍAS > SUMMER SALE > Mancuernas,18,3,CAMPAIGN,campaign/promotion/merchandising
492,BLACK SALE,Raíz > CATEGORÍAS > BLACK SALE,30,2,CAMPAIGN,campaign/promotion/merchandising
493,HYROX,Raíz > CATEGORÍAS > POR DEPORTE > HYROX,27,3,SEMANTIC_STRONG,discipline/sport evidence
494,Discos & Barras,Raíz > CATEGORÍAS > FALL SEASON > Discos & Barras,10,3,SEMANTIC_WEAK,broad or mixed commercial grouping
495,Funcional,Raíz > CATEGORÍAS > FALL SEASON > Funcional,12,3,SEMANTIC_WEAK,broad or mixed commercial grouping
496,Máquinas,Raíz > CATEGORÍAS > FALL SEASON > Máquinas,12,3,SEMANTIC_WEAK,broad or mixed commercial grouping
497,Mancuernas,Raíz > CATEGORÍAS > FALL SEASON > Mancuernas,17,3,SEMANTIC_STRONG,functional product family/subfamily
500,Accesorios,Raíz > CATEGORÍAS > FALL SEASON > Accesorios,7,3,SEMANTIC_WEAK,broad or mixed commercial grouping
501,PESAS DAYS,Raíz > CATEGORÍAS > PESAS DAYS,199,2,CAMPAIGN,campaign/promotion/merchandising
502,Fuerza,Raíz > CATEGORÍAS > CYBERDAY > Fuerza,16,3,CAMPAIGN,campaign/promotion/merchandising
503,Máquinas,Raíz > CATEGORÍAS > CYBERDAY > Máquinas,52,3,CAMPAIGN,campaign/promotion/merchandising
505,Accesorios,Raíz > CATEGORÍAS > CYBERDAY > Accesorios,94,3,CAMPAIGN,campaign/promotion/merchandising
506,Funcional,Raíz > CATEGORÍAS > CYBERDAY > Funcional,51,3,CAMPAIGN,campaign/promotion/merchandising
507,Fuerza,Raíz > CATEGORÍAS > PESAS DAYS > Fuerza,16,3,CAMPAIGN,campaign/promotion/merchandising
508,Máquinas,Raíz > CATEGORÍAS > PESAS DAYS > Máquinas,52,3,CAMPAIGN,campaign/promotion/merchandising
509,Accesorios,Raíz > CATEGORÍAS > PESAS DAYS > Accesorios,93,3,CAMPAIGN,campaign/promotion/merchandising
510,Funcional,Raíz > CATEGORÍAS > PESAS DAYS > Funcional,50,3,CAMPAIGN,campaign/promotion/merchandising
511,Home Gym,Raíz > CATEGORÍAS > EQUIPATÓN > Home Gym,0,3,UNKNOWN,test/empty/no current assignment
512,GYM / Alto Tráfico,Raíz > CATEGORÍAS > EQUIPATÓN > GYM / Alto Tráfico,0,3,UNKNOWN,test/empty/no current assignment
513,Hurricane Series,Raíz > CATEGORÍAS > COLECCIONES > Hurricane Series,3,3,LEGACY,"brand/collection/series, not independent semantics"
