productId,productName,catalogPresence,primaryProductFamily,secondaryProductFamilies,disciplines,useContexts,classificationEvidence,evidenceStrength,sourceProblems,ontologyProblems,reviewNotes
343,Jaula Smith Machine | PROmachine,current_catalog,PLATE_LOADED_MACHINE,,,HOME_GYM:EXPLICIT,family:name | feature:Clasificación de Uso | useContext:HOME_GYM(EXPLICIT),EXPLICIT,,AXIS_OVERLAP,"Smith machine hybrid: classified PLATE_LOADED_MACHINE per consistent ""Máquinas con Carga de Discos"" category evidence, despite ""Jaula"" (cage) wording in the name suggesting RACK_CAGE"
711,Pack Garage Kong HWM,historical_order_detail_only,OTHER,,,,,INSUFFICIENT_EVIDENCE,HISTORICAL_DATA_GAP,INSUFFICIENT_EVIDENCE,"Sold as multi-unit pack/set; not treated as a separate PRODUCT_FAMILY (PACK_SET dropped, see ontology decision) / No name or trusted-category evidence matched any PRODUCT_FAMILY rule; assigned OTHER as fallback"
437,Soga de Tríceps - Accesorio Polea | Obelix,current_catalog,CABLE_MACHINE,,,,family:name,EXPLICIT,,,
1645,Rodilleras de Neopreno XBarbell 5mm Negro | HWM®,current_catalog,PROTECTIVE_GEAR,,,,family:name,EXPLICIT,,,
9,Banda de Resistencia Light 22mm 50Lbs Negro | HWM®,current_catalog,BAND_SUSPENSION,,,,family:name,EXPLICIT,,,
2068,Smith Machine ZR Series | PROmachine,current_catalog,PLATE_LOADED_MACHINE,,,HOME_GYM:EXPLICIT,family:name | feature:Clasificación de Uso | useContext:HOME_GYM(EXPLICIT),EXPLICIT,,AXIS_OVERLAP,"Smith machine hybrid: classified PLATE_LOADED_MACHINE per consistent ""Máquinas con Carga de Discos"" category evidence, despite ""Jaula"" (cage) wording in the name suggesting RACK_CAGE"
1089,Pack 8 Pares de Mancuernas Black + Rack | HWM,historical_order_detail_only,DUMBBELL,RACK_CAGE,,,family:name,EXPLICIT,HISTORICAL_DATA_GAP,MULTI_COMPONENT_PRODUCT,"Bundle joins DUMBBELL + RACK_CAGE (explicit ""+"" in name) / Sold as multi-unit pack/set; not treated as a separate PRODUCT_FAMILY (PACK_SET dropped, see ontology decision)"
54,Par Anillas Olímpicas de Gimnasia Madera | HWM®,current_catalog,BODYWEIGHT_GYMNASTICS,,CALISTHENICS:STRONGLY_INFERRED,,family:name | discipline:CALISTHENICS(STRONGLY_INFERRED),EXPLICIT,,,
330,Pack 15kg Fraccionales | HWM®,current_catalog,WEIGHT_PLATE,,WEIGHTLIFTING:STRONGLY_INFERRED,,family:name | feature:Categoría | discipline:WEIGHTLIFTING(STRONGLY_INFERRED),EXPLICIT,,,"Sold as multi-unit pack/set; not treated as a separate PRODUCT_FAMILY (PACK_SET dropped, see ontology decision)"
1481,2° Selección - Airbike Hurricane 3.0 | HWM,historical_order_detail_only,CARDIO_MACHINE,,CARDIO_ENDURANCE:STRONGLY_INFERRED,,family:name | discipline:CARDIO_ENDURANCE(STRONGLY_INFERRED),EXPLICIT,HISTORICAL_DATA_GAP,,
1136,Par Rodilleras de Neopreno Red 5mm | HWM®,current_catalog,PROTECTIVE_GEAR,,,,family:name,EXPLICIT,,,
1995,Almohadilla Búlgara Accesorio Alpha | HWM®,current_catalog,MACHINE_ATTACHMENT,,,,family:category,STRONGLY_INFERRED,,,
549,Set 30kg Mancuernas Eco Rojo | Forza,current_catalog,DUMBBELL,,,,family:name,EXPLICIT,,,"Sold as multi-unit pack/set; not treated as a separate PRODUCT_FAMILY (PACK_SET dropped, see ontology decision)"
2132,Mat de Yoga TPE C/Colgador 173x61cm 8mm | Rising,current_catalog,YOGA_PILATES,,YOGA_PILATES:EXPLICIT,,family:name | discipline:YOGA_PILATES(EXPLICIT),EXPLICIT,,,
1550,Banco Regulable Alpha | HWM®,current_catalog,BENCH,,,COMMERCIAL_GYM:EXPLICIT,family:name | feature:Clasificación de Uso | useContext:COMMERCIAL_GYM(EXPLICIT),EXPLICIT,,,
439,Banco Regulable Pro | HWM,current_catalog,BENCH,,,,family:name,EXPLICIT,,,
154,Colchoneta Pu Negro 100x50x5cm| HWM®,current_catalog,FLOORING,,,,family:name,EXPLICIT,,,"Impact/landing mat (colchoneta) classified as FLOORING, not YOGA_PILATES, per FLOORING-vs-YOGA_MAT boundary rule (no yoga/pilates wording present)"
458,Trotadora GT3 Series Led | Obelix,current_catalog,CARDIO_MACHINE,,CARDIO_ENDURANCE:STRONGLY_INFERRED,HOME_GYM:EXPLICIT,family:name | feature:Clasificación de Uso | discipline:CARDIO_ENDURANCE(STRONGLY_INFERRED) | useContext:HOME_GYM(EXPLICIT),EXPLICIT,,,
1556,2da Selección - Barra Olímpica 15kg Cerakote Amarillo | KONG,historical_order_detail_only,BARBELL,,,,family:name,EXPLICIT,HISTORICAL_DATA_GAP,,
59,Balón Medicinal 9kg Color Series | HWM®,current_catalog,BALL_BAG,,HYROX:EXPLICIT,,family:name | discipline:HYROX(EXPLICIT),EXPLICIT,,,
1669,Par Guantes Grab Training 2.0 Negro | FullFit,current_catalog,PROTECTIVE_GEAR,,,,family:name,EXPLICIT,,,
10,Banda de Resistencia Medium 32mm 80Lbs Morado | HWM®,current_catalog,BAND_SUSPENSION,,,,family:name,EXPLICIT,,,
1478,2° Selección - Piso De Caucho 1x1mt 15mm (Unidad),historical_order_detail_only,FLOORING,,,,family:name,EXPLICIT,HISTORICAL_DATA_GAP,,
1673,Par Guantes Fitness Ranger Black | FullFit,current_catalog,PROTECTIVE_GEAR,,,,family:name,EXPLICIT,,,
722,Pack 4 Palmetas de Caucho 100x100cm 15mm,current_catalog,FLOORING,,,COMMERCIAL_GYM:EXPLICIT,family:name | feature:Clasificación de Uso | useContext:COMMERCIAL_GYM(EXPLICIT),EXPLICIT,,,"Sold as multi-unit pack/set; not treated as a separate PRODUCT_FAMILY (PACK_SET dropped, see ontology decision)"
1571,Rampa Caminata de Manos | HWM® | 2da Selección,historical_order_detail_only,BODYWEIGHT_GYMNASTICS,,CALISTHENICS:STRONGLY_INFERRED,,family:name | discipline:CALISTHENICS(STRONGLY_INFERRED),EXPLICIT,HISTORICAL_DATA_GAP,,
2163,Rampa Caminata de Manos - 2da Selección StrongFit| HWM®,historical_order_detail_only,BODYWEIGHT_GYMNASTICS,,CALISTHENICS:STRONGLY_INFERRED,,family:name | discipline:CALISTHENICS(STRONGLY_INFERRED),EXPLICIT,HISTORICAL_DATA_GAP,,
2134,Multifuncional Smith ZR Series | PROmachine,current_catalog,PLATE_LOADED_MACHINE,,,HOME_GYM:EXPLICIT,family:name | feature:Clasificación de Uso | useContext:HOME_GYM(EXPLICIT),EXPLICIT,,AXIS_OVERLAP,"Smith machine hybrid: classified PLATE_LOADED_MACHINE per consistent ""Máquinas con Carga de Discos"" category evidence, despite ""Jaula"" (cage) wording in the name suggesting RACK_CAGE"
898,Banco Plano Amarillo Flúor | KONG,current_catalog,BENCH,,,,family:name,EXPLICIT,,,
186,Kettlebell Acero 20kg | HWM®,current_catalog,KETTLEBELL,,HYROX:EXPLICIT,,family:name | discipline:HYROX(EXPLICIT),EXPLICIT,,,
899,Lat Pulldown Heavy Duty Series | HWM®,current_catalog,CABLE_MACHINE,,,,family:name,EXPLICIT,,,
370,Pack Grip 105kg | PROmachine,historical_order_detail_only,OTHER,,,,,INSUFFICIENT_EVIDENCE,HISTORICAL_DATA_GAP,INSUFFICIENT_EVIDENCE,"Sold as multi-unit pack/set; not treated as a separate PRODUCT_FAMILY (PACK_SET dropped, see ontology decision) / No name or trusted-category evidence matched any PRODUCT_FAMILY rule; assigned OTHER as fallback"
1572,Set 4 Plyo Box Apilables | HWM | 2da Selección,historical_order_detail_only,OTHER,,,,,INSUFFICIENT_EVIDENCE,HISTORICAL_DATA_GAP,INSUFFICIENT_EVIDENCE,"Sold as multi-unit pack/set; not treated as a separate PRODUCT_FAMILY (PACK_SET dropped, see ontology decision) / No name or trusted-category evidence matched any PRODUCT_FAMILY rule; assigned OTHER as fallback"
686,Bumper Plates 35lb Wodstock (Par) | 2° Selección | HWM,historical_order_detail_only,WEIGHT_PLATE,,,,family:name,EXPLICIT,HISTORICAL_DATA_GAP,,
1603,Palmeta De Caucho 100x100cm x 15mm (Unidad) | 2da Selección,historical_order_detail_only,FLOORING,,,,family:name,EXPLICIT,HISTORICAL_DATA_GAP,,
251,Power Rack de Muro Plegable | HWM,current_catalog,RACK_CAGE,,,SMALL_SPACE:EXPLICIT,family:name | useContext:SMALL_SPACE(EXPLICIT),EXPLICIT,,,
1979,Sand Bag Training 25kg - 2da Selección | HWM®,historical_order_detail_only,BALL_BAG,,,,family:name,EXPLICIT,HISTORICAL_DATA_GAP,,
1978,Sand Bag Training 20kg - 2da Selección | HWM®,historical_order_detail_only,BALL_BAG,,,,family:name,EXPLICIT,HISTORICAL_DATA_GAP,,
1977,Sand Bag Training 10kg - 2da Selección | HWM®,historical_order_detail_only,BALL_BAG,,,,family:name,EXPLICIT,HISTORICAL_DATA_GAP,,
1096,Banco GHD Glute Ham Developer 1.0 | 2° Selección | HWM,historical_order_detail_only,BENCH,,,,family:name,EXPLICIT,HISTORICAL_DATA_GAP,,
1835,Par Guantes MMA | Rising,current_catalog,PROTECTIVE_GEAR,,BOXING_MMA:EXPLICIT,,family:name | discipline:BOXING_MMA(EXPLICIT),EXPLICIT,,,
1890,2da Selección - Air Ski Trainer Eco Smart Connect | XEBEX,historical_order_detail_only,CARDIO_MACHINE,,CARDIO_ENDURANCE:STRONGLY_INFERRED,,family:name | discipline:CARDIO_ENDURANCE(STRONGLY_INFERRED),EXPLICIT,HISTORICAL_DATA_GAP,,
1161,Bicicleta de Spinning Training Lite Series | Obelix,current_catalog,CARDIO_MACHINE,,CARDIO_ENDURANCE:STRONGLY_INFERRED,HOME_GYM:EXPLICIT,family:name | feature:Clasificación de Uso | discipline:CARDIO_ENDURANCE(STRONGLY_INFERRED) | useContext:HOME_GYM(EXPLICIT),EXPLICIT,,,
1152,Pack 100kg Eco Series | HWM®,current_catalog,WEIGHT_PLATE,,WEIGHTLIFTING:STRONGLY_INFERRED,,family:category | feature:Categoría | discipline:WEIGHTLIFTING(STRONGLY_INFERRED),STRONGLY_INFERRED,,,"Sold as multi-unit pack/set; not treated as a separate PRODUCT_FAMILY (PACK_SET dropped, see ontology decision)"
966,Pack 10 Colchonetas Black/Red Pu 100x50x5cm | FullFit,current_catalog,FLOORING,,,,family:name,EXPLICIT,,,"Sold as multi-unit pack/set; not treated as a separate PRODUCT_FAMILY (PACK_SET dropped, see ontology decision) / Impact/landing mat (colchoneta) classified as FLOORING, not YOGA_PILATES, per FLOORING-vs-YOGA_MAT boundary rule (no yoga/pilates wording present)"
183,Kettlebell Acero 10kg | HWM®,current_catalog,KETTLEBELL,,HYROX:EXPLICIT,,family:name | discipline:HYROX(EXPLICIT),EXPLICIT,,,
872,Colchoneta Oxford Negro/Rojo 100x50x5cm | FullFit,current_catalog,FLOORING,,,,family:name,EXPLICIT,,,"Impact/landing mat (colchoneta) classified as FLOORING, not YOGA_PILATES, per FLOORING-vs-YOGA_MAT boundary rule (no yoga/pilates wording present)"
1834,Par Vendas de Boxeo Talla M - Amarillo | Rising,current_catalog,PROTECTIVE_GEAR,,BOXING_MMA:EXPLICIT,,family:category | discipline:BOXING_MMA(EXPLICIT),STRONGLY_INFERRED,,,
537,Set 50kg Maletí­n Cast Iron,current_catalog,DUMBBELL,,,,family:category,STRONGLY_INFERRED,,,"Sold as multi-unit pack/set; not treated as a separate PRODUCT_FAMILY (PACK_SET dropped, see ontology decision)"
1532,Cámara Hiperbárica ST801 1.5ATA | O2Life,current_catalog,RECOVERY_TOOL,,REHABILITATION:STRONGLY_INFERRED,COMMERCIAL_GYM:EXPLICIT;CLINICAL_RECOVERY:STRONGLY_INFERRED,"family:name | feature:Clasificación de Uso | discipline:REHABILITATION(STRONGLY_INFERRED) | useContext:COMMERCIAL_GYM(EXPLICIT),CLINICAL_RECOVERY(STRONGLY_INFERRED)",EXPLICIT,,,
592,Banco Regulable 3.0 | PROmachine,current_catalog,BENCH,,,HOME_GYM:STRONGLY_INFERRED,family:name | useContext:HOME_GYM(STRONGLY_INFERRED),EXPLICIT,,,
1986,Bicicleta de Spinning SP9 - 2da Selección | Obelix,historical_order_detail_only,CARDIO_MACHINE,,CARDIO_ENDURANCE:STRONGLY_INFERRED,,family:name | discipline:CARDIO_ENDURANCE(STRONGLY_INFERRED),EXPLICIT,HISTORICAL_DATA_GAP,,
184,Kettlebell Acero 12kg | HWM®,current_catalog,KETTLEBELL,,HYROX:EXPLICIT,,family:name | discipline:HYROX(EXPLICIT),EXPLICIT,,,
2144,Trotadora Curva AirRunner 1.0 - 2da Selección (Reacondicionado) | HWM®,historical_order_detail_only,CARDIO_MACHINE,,CARDIO_ENDURANCE:STRONGLY_INFERRED,,family:name | discipline:CARDIO_ENDURANCE(STRONGLY_INFERRED),EXPLICIT,HISTORICAL_DATA_GAP,,
506,Palmeta de Caucho 50x50cm x 25mm (Unidad),current_catalog,FLOORING,,,OUTDOOR_HIGH_TRAFFIC:EXPLICIT,family:name | feature:Clasificación de Uso | useContext:OUTDOOR_HIGH_TRAFFIC(EXPLICIT),EXPLICIT,,,
1702,2da Selección - Trotadora Curva AirRunner 1.0 | HWM,historical_order_detail_only,CARDIO_MACHINE,,CARDIO_ENDURANCE:STRONGLY_INFERRED,,family:name | discipline:CARDIO_ENDURANCE(STRONGLY_INFERRED),EXPLICIT,HISTORICAL_DATA_GAP,,
1123,Bicicleta de Spinning Home FZ1.0 | Forza,current_catalog,CARDIO_MACHINE,,CARDIO_ENDURANCE:STRONGLY_INFERRED,HOME_GYM:EXPLICIT,family:name | feature:Clasificación de Uso | discipline:CARDIO_ENDURANCE(STRONGLY_INFERRED) | useContext:HOME_GYM(EXPLICIT),EXPLICIT,,,
1482,2° Selección - Sand Bag Training 25kg | HWM,historical_order_detail_only,BALL_BAG,,,,family:name,EXPLICIT,HISTORICAL_DATA_GAP,,
2013,Bicicleta de Spinning 812NX - 2da Selección | VORTEC,historical_order_detail_only,CARDIO_MACHINE,,CARDIO_ENDURANCE:STRONGLY_INFERRED,,family:name | discipline:CARDIO_ENDURANCE(STRONGLY_INFERRED),EXPLICIT,HISTORICAL_DATA_GAP,,
1322,Tatami Eva Mat Negro/Gris Puzzle c/borde 100x100cm 20mm (Unidad),current_catalog,FLOORING,,,,family:name,EXPLICIT,,,
2269,Palmeta de Caucho 100x100cm 15mm (Unidad) - 2da Selección (PC15-SU45-2),historical_order_detail_only,FLOORING,,,,family:name,EXPLICIT,HISTORICAL_DATA_GAP,,
1892,2da Selección - Palmeta De Caucho 100x100cm 15mm (Unidad),historical_order_detail_only,FLOORING,,,,family:name,EXPLICIT,HISTORICAL_DATA_GAP,,
1183,Pack 105kg Mancuernas Hexagonales + Rack Vertical | HWM®,current_catalog,DUMBBELL,STORAGE,,,family:name,EXPLICIT,,MULTI_COMPONENT_PRODUCT,"Bundle joins DUMBBELL + STORAGE (explicit ""+"" in name) / Sold as multi-unit pack/set; not treated as a separate PRODUCT_FAMILY (PACK_SET dropped, see ontology decision)"
1151,Pack 150kg Eco Series | HWM®,current_catalog,WEIGHT_PLATE,,WEIGHTLIFTING:STRONGLY_INFERRED,,family:category | feature:Categoría | discipline:WEIGHTLIFTING(STRONGLY_INFERRED),STRONGLY_INFERRED,,,"Sold as multi-unit pack/set; not treated as a separate PRODUCT_FAMILY (PACK_SET dropped, see ontology decision)"
1199,Piso de Caucho Rollo 10x1mt x 6mm,current_catalog,FLOORING,,,COMMERCIAL_GYM:EXPLICIT,family:name | feature:Clasificación de Uso | useContext:COMMERCIAL_GYM(EXPLICIT),EXPLICIT,,,
973,Jaula Smith Machine ZR Series | PROmachine,current_catalog,PLATE_LOADED_MACHINE,,,HOME_GYM:EXPLICIT,family:name | feature:Clasificación de Uso | useContext:HOME_GYM(EXPLICIT),EXPLICIT,,AXIS_OVERLAP,"Smith machine hybrid: classified PLATE_LOADED_MACHINE per consistent ""Máquinas con Carga de Discos"" category evidence, despite ""Jaula"" (cage) wording in the name suggesting RACK_CAGE"
746,Squat Rack | KONG,current_catalog,RACK_CAGE,,,,family:name,EXPLICIT,,,
536,Set 30kg Maletín Cast Iron,current_catalog,DUMBBELL,,,,family:category,STRONGLY_INFERRED,,,"Sold as multi-unit pack/set; not treated as a separate PRODUCT_FAMILY (PACK_SET dropped, see ontology decision)"
159,Expander Tube Soft Rojo | FullFit,current_catalog,BAND_SUSPENSION,,,,family:name,EXPLICIT,,,
123,Par Discos Olímpicos Grip 10kg | PROmachine,current_catalog,WEIGHT_PLATE,,WEIGHTLIFTING:STRONGLY_INFERRED,,family:name | feature:Categoría | discipline:WEIGHTLIFTING(STRONGLY_INFERRED),EXPLICIT,,,
467,X-Mount Anclaje Banda de Suspensión | FullFit,current_catalog,BAND_SUSPENSION,,,,family:name,EXPLICIT,,,
887,Power Rack Heavy Duty Series | HWM,current_catalog,RACK_CAGE,,,,family:name,EXPLICIT,,,
1264,Trotadora GTX Max Series Touch | Obelix,current_catalog,CARDIO_MACHINE,,CARDIO_ENDURANCE:STRONGLY_INFERRED,COMMERCIAL_GYM:EXPLICIT,family:name | feature:Clasificación de Uso | discipline:CARDIO_ENDURANCE(STRONGLY_INFERRED) | useContext:COMMERCIAL_GYM(EXPLICIT),EXPLICIT,,,
